anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme
10379,Natsume Yuujinchou San,Natsume&#039;s Book of Friends Season 3,夏目友人帳 参,"Natsume Yuujinchou Three, Natsume Yuujinchou 3, Natsume Yujincho 3",https://myanimelist.cdn-dena.com/images/anime/8/82394.jpg,TV,Manga,13,Finished Airing,FALSE,"Jul 5, 2011 to Sep 27, 2011","{'from': '2011-07-05', 'to': '2011-09-27'}",24 min. per ep.,PG-13 - Teens 13 or older,8.65,68833,58,596,139161,983,,Summer 2011,Tuesdays at 01:30 (JST),"{'Adaptation': [{'mal_id': 1859, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1859/Natsume_Yuujinchou', 'title': 'Natsume Yuujinchou'}], 'Prequel': [{'mal_id': 5300, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5300/Zoku_Natsume_Yuujinchou', 'title': 'Zoku Natsume Yuujinchou'}], 'Sequel': [{'mal_id': 11665, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11665/Natsume_Yuujinchou_Shi', 'title': 'Natsume Yuujinchou Shi'}]}","Aniplex, Sakura Create","NIS America, Inc.",Brain&#039;s Base,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural","['""Boku ni Dekiru Koto"" (僕にできること) by HOW MERRY MARRY']","['""Kimi no Kakera feat. Miyamoto Emiri"" (君ノカケラ feat 宮本笑里) by Kousuke Atari']"
22135,Ping Pong The Animation,Ping Pong the Animation,ピンポン THE ANIMATION,PPTA,https://myanimelist.cdn-dena.com/images/anime/10/58041.jpg,TV,Manga,11,Finished Airing,FALSE,"Apr 11, 2014 to Jun 20, 2014","{'from': '2014-04-11', 'to': '2014-06-20'}",23 min. per ep.,PG-13 - Teens 13 or older,8.65,72887,58,563,146861,7036,Ping Pong The Animation won the Animation of the Year award in the Television category for the Tokyo Anime Award Festival in 2015.,Spring 2014,Fridays at 00:50 (JST),"{'Adaptation': [{'mal_id': 5744, 'type': 'manga', 'url': 'https://myanimelist.net/manga/5744/Ping_Pong', 'title': 'Ping Pong'}]}","Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Funimation,Tatsunoko Production,"Sports, Psychological, Drama, Seinen","['""Tada Hitori (唯一人)"" by Bakudan Johnny (爆弾ジョニー)']","['#1: ""&#039;Ano Hero to&#039; Bokura ni Tsuite (""あのヒーローと"" 僕らについて)"" by Merengue (メレンゲ) (eps 1-4, 8, 10-11)', '#2: ""&#039;Ano Yoake Mae no&#039; Bokura ni Tsuite (""あの夜明け前の"" 僕らについて)"" by Merengue (メレンゲ) (eps 5-7, 9)']"
35839,Sora yori mo Tooi Basho,A Place Further Than The Universe,宇宙よりも遠い場所,"Uchuu yori mo Tooi Basho, A Story That Leads to the Antarctica, Yorimoi",https://myanimelist.cdn-dena.com/images/anime/6/89879.jpg,TV,Original,13,Finished Airing,FALSE,"Jan 2, 2018 to Mar 27, 2018","{'from': '2018-01-02', 'to': '2018-03-27'}",23 min. per ep.,PG-13 - Teens 13 or older,8.65,41939,60,765,113465,2494,,Winter 2018,Tuesdays at 20:30 (JST),"{'Adaptation': [{'mal_id': 111262, 'type': 'manga', 'url': 'https://myanimelist.net/manga/111262/Sora_yori_mo_Tooi_Basho', 'title': 'Sora yori mo Tooi Basho'}]}","Media Factory, Movic, AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa, NewGin, Crunchyroll SC Anime Fund",,Madhouse,"Slice of Life, Adventure","['""The Girls Are Alright!"" by saya']","['""Koko kara, Koko kara (ここから、ここから)"" by Mari Tamaki (Inori Minase), Shirase Kobuchizawa (Kana Hanazawa), Hinata Miyake (Yuka Iguchi), Yuzuki Shiraishi (Saori Hayami)']"
7785,Yojouhan Shinwa Taikei,The Tatami Galaxy,四畳半神話大系,"Yojo-Han Shinwa Taikei, Yojou-Han Shinwa Taikei, Yojohan Shinwa Taikei",https://myanimelist.cdn-dena.com/images/anime/10/50457.jpg,TV,Novel,11,Finished Airing,FALSE,"Apr 23, 2010 to Jul 2, 2010","{'from': '2010-04-23', 'to': '2010-07-02'}",23 min. per ep.,R - 17+ (violence & profanity),8.65,60508,61,421,183571,9442,"Based on the novel by Tomihiko Morimi, published in December 2004.Yojouhan Shinwa Taikei won the grand prize for the animation category in the Japan Media Arts Festival on December 8, 2010. ",Spring 2010,Fridays at 00:45 (JST),"{'Side story': [{'mal_id': 8985, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8985/Yojouhan_Shinwa_Taikei_Specials', 'title': 'Yojouhan Shinwa Taikei Specials'}], 'Character': [{'mal_id': 34537, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34537/Yoru_wa_Mijikashi_Arukeyo_Otome', 'title': 'Yoru wa Mijikashi Arukeyo Otome'}]}","Dentsu, Kadokawa Shoten, Fuji TV, Toho, Asmik Ace Entertainment, Tohokushinsha Film Corporation, Sony Music Entertainment, Fuji Pacific Music Publishing",Funimation,Madhouse,"Mystery, Comedy, Psychological, Romance","['#1: ""Maigo Inu to Ame no Beat (迷子犬と雨のビート)"" by Asian Kung-Fu Generation (eps 1- 10)', '#2: ""Kamisama no Iutoori (神様のいうとおり)"" by Juuji Ishiwatari & Yoshinori Sunahara + Etsuko Yakushimaru (ep 11)', '#R1: ""Maigo Inu to Ame no Beat (迷子犬と雨のビート)"" by Scenarioart (eps 1-)']","['#1: ""Kamisama no Iutoori (神様のいうとおり)"" by Juuji Ishiwatari & Yoshinori Sunahara + Etsuko Yakushimaru (eps 1 - 10)', '#2: ""Maigo Inu to Ame no Beat (迷子犬と雨のビート)"" by Asian Kung-Fu Generation (ep 11)', '#R1: ""Lovemageddon (ラブマゲドン)"" by Scenarioart']"
21329,Mushishi Special: Hihamukage,The Shadow that Devours the Sun,蟲師 特別篇「日蝕む翳」,Mushi-shi Tokubetsu-hen: Hihamu Kage,https://myanimelist.cdn-dena.com/images/anime/10/59315.jpg,Special,Manga,1,Finished Airing,FALSE,"Jan 4, 2014","{'from': '2014-01-04', 'to': '2014-01-04'}",45 min.,PG-13 - Teens 13 or older,8.64,36043,62,1201,67787,100,,,,"{'Adaptation': [{'mal_id': 62023, 'type': 'manga', 'url': 'https://myanimelist.net/manga/62023/Mushishi_Tokubetsu-hen__Hihamukage', 'title': 'Mushishi Tokubetsu-hen: Hihamukage'}], 'Prequel': [{'mal_id': 457, 'type': 'anime', 'url': 'https://myanimelist.net/anime/457/Mushishi', 'title': 'Mushishi'}], 'Sequel': [{'mal_id': 21939, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou', 'title': 'Mushishi Zoku Shou'}]}","Aniplex, Kodansha, Delfi Sound",,Artland,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen","['""Hihamukage"" (日蝕む翳) - Toshio Masuda']","['""Hinata"" (日向) by Toshio Masuda']"
32983,Natsume Yuujinchou Go,Natsume&#039;s Book of Friends Season 5,夏目友人帳 伍,"Natsume Yuujinchou Season 5, Natsume&#039;s Book of Friends Five",https://myanimelist.cdn-dena.com/images/anime/11/81755.jpg,TV,Manga,11,Finished Airing,FALSE,"Oct 5, 2016 to Dec 21, 2016","{'from': '2016-10-05', 'to': '2016-12-21'}",23 min. per ep.,PG-13 - Teens 13 or older,8.64,31558,63,1038,80448,459,,Fall 2016,Wednesdays at 01:35 (JST),"{'Adaptation': [{'mal_id': 1859, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1859/Natsume_Yuujinchou', 'title': 'Natsume Yuujinchou'}], 'Prequel': [{'mal_id': 11665, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11665/Natsume_Yuujinchou_Shi', 'title': 'Natsume Yuujinchou Shi'}], 'Side story': [{'mal_id': 34534, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34534/Natsume_Yuujinchou_Go_Specials', 'title': 'Natsume Yuujinchou Go Specials'}], 'Sequel': [{'mal_id': 34591, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34591/Natsume_Yuujinchou_Roku', 'title': 'Natsume Yuujinchou Roku'}]}","TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",,Shuka,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo","['""Takarabako (タカラバコ)"" by Sasanomaly (ササノマリイ)']","['""Akane Sasu (茜さす)"" by Aimer']"
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,JoJo&#039;s Bizarre Adventure: Diamond is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,"JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai, Diamond is not Crash",https://myanimelist.cdn-dena.com/images/anime/3/79156.jpg,TV,Manga,39,Finished Airing,FALSE,"Apr 2, 2016 to Dec 24, 2016","{'from': '2016-04-02', 'to': '2016-12-24'}",23 min. per ep.,R - 17+ (violence & profanity),8.63,99372,64,432,181435,7188,JoJo no Kimyou na Bouken: Diamond wa Kudakenai is a full adaptation of the fourth part of the JoJo no Kimyou na Bouken manga series.,Spring 2016,Saturdays at 00:30 (JST),"{'Adaptation': [{'mal_id': 3006, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3006/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai', 'title': 'JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai'}], 'Prequel': [{'mal_id': 26055, 'type': 'anime', 'url': 'https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken__Stardust_Crusaders_2nd_Season', 'title': 'JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season'}], 'Side story': [{'mal_id': 33191, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33191/Kishibe_Rohan_wa_Ugokanai', 'title': 'Kishibe Rohan wa Ugokanai'}]}","Warner Bros., KlockWorx, Medicos Entertainment, Shueisha",Viz Media,David Production,"Action, Adventure, Comedy, Supernatural, Drama, Shounen","['#1: ""Crazy Noisy Bizarre Town"" by THE DU (eps 2-7, 11-13)', '#2: ""Crazy Noisy Bizarre Town ~EDM Arrange Ver.~"" by THE DU (eps 8-9)', '#3: ""chase"" by batta (eps 15-16, 18-19, 21-24, 26)', '#4: ""Great Days"" by Karen Aoki, Daisuke Hasegawa (27-31, 33-38)']","['#1: ""I WANT YOU"" by Savage Garden (eps 2-7, 9-16, 18-19, 21-23, 25-26, 28-33, 35, 37-38)', '#2: ""Great Days -Units Ver.-"" by JO☆UNITED (ep 39)']"
4282,Kara no Kyoukai 5: Mujun Rasen,the Garden of sinners Chapter 5: Paradox Paradigm,劇場版 空の境界 the Garden of sinners 第五章『矛盾螺旋』,"Kara no Kyoukai: The Garden of Sinners Movie 5, Borderline of Emptiness: Paradox Spiral, The Garden of Sinners: Paradox Paradigm",https://myanimelist.cdn-dena.com/images/anime/8/9246.jpg,Movie,Light novel,1,Finished Airing,FALSE,"Aug 16, 2008","{'from': '2008-08-16', 'to': '2008-08-16'}",1 hr. 54 min.,R - 17+ (violence & profanity),8.63,78701,65,594,139495,2994,Includes claymation short which was shown before the movie in theaters.,,,"{'Adaptation': [{'mal_id': 2062, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2062/Kara_no_Kyoukai__The_Garden_of_Sinners', 'title': 'Kara no Kyoukai: The Garden of Sinners'}], 'Prequel': [{'mal_id': 4280, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4280/Kara_no_Kyoukai_4__Garan_no_Dou', 'title': 'Kara no Kyoukai 4: Garan no Dou'}], 'Sequel': [{'mal_id': 5204, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5204/Kara_no_Kyoukai_6__Boukyaku_Rokuon', 'title': 'Kara no Kyoukai 6: Boukyaku Rokuon'}], 'Summary': [{'mal_id': 6624, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6624/Kara_no_Kyoukai_Remix__Gate_of_Seventh_Heaven', 'title': 'Kara no Kyoukai Remix: Gate of Seventh Heaven'}], 'Other': [{'mal_id': 23697, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23697/Kara_no_Kyoukai__Manner_Movies', 'title': 'Kara no Kyoukai: Manner Movies'}]}",Notes,Aniplex of America,ufotable,"Action, Mystery, Supernatural, Drama, Romance, Thriller",['none'],"['""Sprinter"" by Kalafina']"
28735,Shouwa Genroku Rakugo Shinjuu,Showa Genroku Rakugo Shinju,昭和元禄落語心中,Showa and Genroku Era Lover&#039;s Suicide Through Rakugo,https://myanimelist.cdn-dena.com/images/anime/2/77907.jpg,TV,Manga,13,Finished Airing,FALSE,"Jan 9, 2016 to Apr 2, 2016","{'from': '2016-01-09', 'to': '2016-04-02'}",26 min. per ep.,PG-13 - Teens 13 or older,8.63,47463,66,590,141260,3259,Shouwa Genroku Rakugo Shinjuu covers the first five volumes of the manga. The original voice cast of the OVA reprised their roles for the animated TV series.,Winter 2016,Saturdays at 02:25 (JST),"{'Adaptation': [{'mal_id': 26704, 'type': 'manga', 'url': 'https://myanimelist.net/manga/26704/Shouwa_Genroku_Rakugo_Shinjuu', 'title': 'Shouwa Genroku Rakugo Shinjuu'}], 'Alternative version': [{'mal_id': 25801, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25801/Shouwa_Genroku_Rakugo_Shinjuu__Yotarou_Hourou-hen', 'title': 'Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen'}], 'Sequel': [{'mal_id': 33095, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33095/Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen', 'title': 'Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen'}]}","Starchild Records, Mainichi Broadcasting System, Kodansha, DAX Production",,Studio Deen,"Drama, Historical, Josei","['""Usurai Shinjuu (薄ら氷心中)"" by Megumi Hayashibara (eps 3, 5-8, 10, 13)']","['#1: ""Usurai Shinjuu (薄ら氷心中)"" by Megumi Hayashibara (ep 1)', '#2: ""Kawa, Taredoki (かは、たれどき)"" by Kana Shibue (eps 2-9, 11, 13)']"
4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Gurren Lagann The Movie: The Lights in the Sky are Stars,天元突破グレンラガン 螺巌篇,Tengen Toppa Gurren Lagann Movie 2,https://myanimelist.cdn-dena.com/images/anime/12/19698.jpg,Movie,Original,1,Finished Airing,FALSE,"Apr 22, 2009","{'from': '2009-04-22', 'to': '2009-04-22'}",2 hr. 5 min.,R+ - Mild Nudity,8.62,55073,67,759,114333,551,,,,"{'Alternative version': [{'mal_id': 2001, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann', 'title': 'Tengen Toppa Gurren Lagann'}], 'Prequel': [{'mal_id': 4107, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4107/Tengen_Toppa_Gurren_Lagann_Movie_1__Gurren-hen', 'title': 'Tengen Toppa Gurren Lagann Movie 1: Gurren-hen'}]}",Aniplex,Aniplex of America,Gainax,"Action, Sci-Fi, Space, Super Power, Mecha",[],"['""Namida no Tane, Egao no Hana (涙の種、笑顔の花)"" by Shoko Nakagawa']"
5300,Zoku Natsume Yuujinchou,Natsume&#039;s Book of Friends Season 2,続 夏目友人帳,"Natsume Yuujinchou Two, Natsume Yuujinchou 2, Natsume Yujincho 2",https://myanimelist.cdn-dena.com/images/anime/4/79738.jpg,TV,Manga,13,Finished Airing,FALSE,"Jan 6, 2009 to Mar 31, 2009","{'from': '2009-01-06', 'to': '2009-03-31'}",24 min. per ep.,PG-13 - Teens 13 or older,8.62,77455,68,558,147299,1212,,Winter 2009,Tuesdays at 01:00 (JST),"{'Adaptation': [{'mal_id': 1859, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1859/Natsume_Yuujinchou', 'title': 'Natsume Yuujinchou'}], 'Prequel': [{'mal_id': 4081, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4081/Natsume_Yuujinchou', 'title': 'Natsume Yuujinchou'}], 'Sequel': [{'mal_id': 10379, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San', 'title': 'Natsume Yuujinchou San'}], 'Other': [{'mal_id': 19945, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19945/Zoku_Natsume_Yuujinchou__3D_Nyanko-sensei_Gekijou', 'title': 'Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou'}]}","Aniplex, Nihon Ad Systems","NIS America, Inc.",Brain&#039;s Base,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural","['""Ano hi Time Machine (あの日タイムマシン)"" by LONG SHOT PARTY']","['""Aishiteru (愛してる)"" by Kourin']"
2921,Ashita no Joe 2,Rocky Joe 2,あしたのジョー２,Tomorrow&#039;s Joe 2,https://myanimelist.cdn-dena.com/images/anime/3/45028.jpg,TV,Manga,47,Finished Airing,FALSE,"Oct 13, 1980 to Aug 31, 1981","{'from': '1980-10-13', 'to': '1981-08-31'}",24 min. per ep.,PG-13 - Teens 13 or older,8.6,4275,69,3364,12457,529,,Fall 1980,Unknown,"{'Adaptation': [{'mal_id': 1303, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1303/Ashita_no_Joe', 'title': 'Ashita no Joe'}], 'Prequel': [{'mal_id': 2402, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2402/Ashita_no_Joe', 'title': 'Ashita no Joe'}], 'Alternative version': [{'mal_id': 2922, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2922/Ashita_no_Joe_2_Movie', 'title': 'Ashita no Joe 2 (Movie)'}]}",Annapuru,,Tokyo Movie Shinsha,"Action, Drama, Shounen, Slice of Life, Sports","['#1: ""Kizudarake no Eikou"" by Takeshi Obo (eps 1-25)', '#2: ""MIDNIGHT BLUES"" by Ichiro Araki (eps 26-47)']","['#1: ""Hateshinaki Yami no Kanata ni"" by Takeshi Obo (eps 1-25)', '#2: ""Hateshinaki Yami no Kanata ni"" by Ichiro Araki (eps 26-47)']"
3297,Aria The Origination,Aria The Origination,ARIA The ORIGINATION,Aria Season 3,https://myanimelist.cdn-dena.com/images/anime/6/77623.jpg,TV,Manga,13,Finished Airing,FALSE,"Jan 8, 2008 to Apr 1, 2008","{'from': '2008-01-08', 'to': '2008-04-01'}",24 min. per ep.,G - All Ages,8.59,18041,70,1158,71049,2981,,Winter 2008,Tuesdays at 02:00 (JST),"{'Adaptation': [{'mal_id': 81, 'type': 'manga', 'url': 'https://myanimelist.net/manga/81/Aria', 'title': 'Aria'}], 'Prequel': [{'mal_id': 2563, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2563/Aria_The_OVA__Arietta', 'title': 'Aria The OVA: Arietta'}], 'Side story': [{'mal_id': 4772, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4772/Aria_The_Origination__Sono_Choppiri_Himitsu_no_Basho_ni', 'title': 'Aria The Origination: Sono Choppiri Himitsu no Basho ni...'}, {'mal_id': 5196, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5196/Aria_The_Origination_Picture_Drama', 'title': 'Aria The Origination Picture Drama'}], 'Sequel': [{'mal_id': 29893, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29893/Aria_The_Avvenire', 'title': 'Aria The Avvenire'}]}","TV Tokyo, Shochiku, Mag Garden",Nozomi Entertainment,Hal Film Maker,"Fantasy, Sci-Fi, Shounen, Slice of Life","['""Spirale (スピラーレ)"" by Yui Makino']","['#1 ""Kin no Nami Sen no Nami (金の波 千の波)"" by Akino Arai (eps 1-12)', '#2: ""Undine (ウンディーネ)"" by Yui Makino (ep 13)']"
35843,Gintama.: Porori-hen,Gintama.: Slip Arc,銀魂。ポロリ編,,https://myanimelist.cdn-dena.com/images/anime/11/88325.jpg,TV,Manga,13,Finished Airing,FALSE,"Oct 2, 2017 to Dec 25, 2017","{'from': '2017-10-02', 'to': '2017-12-25'}",23 min. per ep.,PG-13 - Teens 13 or older,8.59,23130,71,1464,53820,450,,Fall 2017,Mondays at 01:35 (JST),"{'Adaptation': [{'mal_id': 44, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44/Gintama', 'title': 'Gintama'}], 'Prequel': [{'mal_id': 34096, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34096/Gintama', 'title': 'Gintama.'}], 'Other': [{'mal_id': 36553, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36553/Nissin_Cup_Noodles_China_x_Gintama', 'title': 'Nissin Cup Noodles China x Gintama'}], 'Sequel': [{'mal_id': 36838, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36838/Gintama__Shirogane_no_Tamashii-hen', 'title': 'Gintama.: Shirogane no Tamashii-hen'}]}","TV Tokyo, Aniplex, Dentsu, Shueisha",,Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen","['""VS"" by BLUE ENCOUNT']","['""Hankou Seimei (反抗声明)"" by Ayumikurikamaki']"
6114,Rainbow: Nisha Rokubou no Shichinin,Rainbow,RAINBOW 二舎六房の七人,Rainbow: Nisha Rokubou no Shichinin,https://myanimelist.cdn-dena.com/images/anime/9/72697.jpg,TV,Manga,26,Finished Airing,FALSE,"Apr 7, 2010 to Sep 29, 2010","{'from': '2010-04-07', 'to': '2010-09-29'}",22 min. per ep.,R - 17+ (violence & profanity),8.59,78226,72,384,196494,5199,"FUNimation Entertainment simulcasted Rainbow: Nisha Rokubou no Shichinin in North America, but didn&#039;t give it a physical release due to poor streaming numbers. It is no longer streaming via FUNimation.",Spring 2010,Unknown,"{'Adaptation': [{'mal_id': 7482, 'type': 'manga', 'url': 'https://myanimelist.net/manga/7482/Rainbow__Nisha_Rokubou_no_Shichinin', 'title': 'Rainbow: Nisha Rokubou no Shichinin'}]}","VAP, Nippon Television Network",Funimation,Madhouse,"Drama, Historical, Seinen, Thriller","['""We&#039;re not alone"" by coldrain']","['""A FAR-OFF DISTANCE"" by Galneryus']"
33352,Violet Evergarden,Violet Evergarden,ヴァイオレット・エヴァーガーデン,,https://myanimelist.cdn-dena.com/images/anime/1329/90618.jpg,TV,Light novel,13,Finished Airing,FALSE,"Jan 11, 2018 to Apr 5, 2018","{'from': '2018-01-11', 'to': '2018-04-05'}",23 min. per ep.,PG-13 - Teens 13 or older,8.59,111769,73,157,346230,6071,,Winter 2018,Thursdays at 00:00 (JST),"{'Adaptation': [{'mal_id': 98930, 'type': 'manga', 'url': 'https://myanimelist.net/manga/98930/Violet_Evergarden', 'title': 'Violet Evergarden'}], 'Sequel': [{'mal_id': 37095, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37095/Violet_Evergarden_Special', 'title': 'Violet Evergarden Special'}]}","Lantis, Pony Canyon, Rakuonsha, ABC Animation",,Kyoto Animation,"Slice of Life, Drama, Fantasy","['""Sincerely"" by TRUE']","['#1: ""Michishirube (みちしるべ)"" by Minori Chihara (eps 2-8)', '#2: ""Believe in..."" by Aira Yuuki (ep 9)']"
36949,Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen,,食戟のソーマ 餐ノ皿 遠月列車篇,"Shokugeki no Soma 4th Season, Food Wars! The Third Plate 2nd cours, Shokugeki no Souma: San no Sara (2018)",https://myanimelist.cdn-dena.com/images/anime/1337/91798.jpg,TV,Manga,0,Currently Airing,TRUE,"Apr 9, 2018 to ?","{'from': '2018-04-09', 'to': None}",24 min.,PG-13 - Teens 13 or older,8.58,20271,74,599,138614,568,,Spring 2018,Mondays at 00:30 (JST),"{'Adaptation': [{'mal_id': 45757, 'type': 'manga', 'url': 'https://myanimelist.net/manga/45757/Shokugeki_no_Souma', 'title': 'Shokugeki no Souma'}], 'Prequel': [{'mal_id': 35788, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35788/Shokugeki_no_Souma__San_no_Sara', 'title': 'Shokugeki no Souma: San no Sara'}], 'Side story': [{'mal_id': 36962, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36962/Shokugeki_no_Souma__San_no_Sara_-_Toutsuki_Ressha-hen_OVA', 'title': 'Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen OVA'}]}",Shueisha,,J.C.Staff,"Ecchi, School, Shounen","['""Symbol (シンボル)"" by Luck Life']","['""Atria (アトリア)"" by Fo&#039;xTails']"
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie − Load Region of Déjà Vu,劇場版 シュタインズゲート 負荷領域のデジャヴ,Steins Gate Movie,https://myanimelist.cdn-dena.com/images/anime/3/50317.jpg,Movie,Visual novel,1,Finished Airing,FALSE,"Apr 20, 2013","{'from': '2013-04-20', 'to': '2013-04-20'}",1 hr. 30 min.,PG-13 - Teens 13 or older,8.58,166598,75,232,282422,1417,The series won the 2013 Newtype Anime Awards for Best Anime Film.,,,"{'Adaptation': [{'mal_id': 62951, 'type': 'manga', 'url': 'https://myanimelist.net/manga/62951/Gekijouban_Steins_Gate__Fuka_Ryouiki_no_Déjà_vu', 'title': 'Gekijouban Steins;Gate: Fuka Ryouiki no Déjà vu'}], 'Prequel': [{'mal_id': 10863, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania', 'title': 'Steins;Gate: Oukoubakko no Poriomania'}]}","Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, MAGES.",Funimation,White Fox,"Sci-Fi, Drama","['""Anata no Eranda Kono Toki wo (あなたの選んだこの時を)"" by Kanako Ito']","['""Itsumo Kono Basho de (いつもこの場所で)"" by Ayane']"
7472,Gintama Movie 1: Shinyaku Benizakura-hen,Gintama: The Movie,劇場版 銀魂 新訳紅桜篇,"Gintama: Benizakura Arc - A New Retelling, Gintama Movie: Crimson Sakura Chapter New Edition, Gintama: Shin-yaku Benizakura-hen",https://myanimelist.cdn-dena.com/images/anime/4/28803.jpg,Movie,Manga,1,Finished Airing,FALSE,"Apr 24, 2010","{'from': '2010-04-24', 'to': '2010-04-24'}",1 hr. 35 min.,R - 17+ (violence & profanity),8.57,42409,76,1138,72334,324,,,,"{'Adaptation': [{'mal_id': 44, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44/Gintama', 'title': 'Gintama'}], 'Alternative version': [{'mal_id': 918, 'type': 'anime', 'url': 'https://myanimelist.net/anime/918/Gintama', 'title': 'Gintama'}], 'Other': [{'mal_id': 9735, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen', 'title': 'Gintama: Shinyaku Benizakura-hen'}]}","TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros., Shueisha",Sentai Filmworks,Sunrise,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",[],"['#1: ""Bokutachi no Kisetsu"" by DOES', '#2: ""Bakuchi Dancer"" by DOES']"
